Track,Date,Driver,Lap,Time,Sector 1,Sector 2,Sector 3
Monza,2023-10-01,Mario,29,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,30,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,31,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,32,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,33,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,34,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,35,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,36,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,37,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,38,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,39,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,40,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,41,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,42,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,43,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,44,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,45,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,46,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,47,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,48,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,49,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,50,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,51,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,52,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,53,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,54,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,55,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,56,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,57,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,58,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,59,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,60,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,61,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,62,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,63,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,64,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,65,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,66,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,67,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,68,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,69,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,70,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,71,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,72,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,73,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,74,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,75,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,76,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,77,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,78,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,79,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,80,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,81,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,82,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,83,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,84,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,85,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,86,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,87,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,88,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,89,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,90,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,91,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,92,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,93,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,94,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,95,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,96,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,97,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,98,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,99,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,100,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,101,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,102,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,103,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,104,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,105,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,106,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,107,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,108,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,109,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,110,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,111,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,112,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,113,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,114,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,115,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,116,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,117,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,118,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,119,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,120,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,121,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,122,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,123,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,124,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,125,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,126,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,127,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,128,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,129,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,130,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,131,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,132,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,133,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,134,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,135,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,136,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,137,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,138,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,139,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,140,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,141,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,142,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,143,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,144,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,145,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,146,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,147,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,148,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,149,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,150,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,151,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,152,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,153,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,154,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,155,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,156,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,157,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,158,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,159,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,160,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,161,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,162,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,163,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,164,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,165,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,166,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,167,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,168,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,169,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,170,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,171,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,172,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,173,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,174,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,175,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,176,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,177,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,178,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,179,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,180,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,181,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,182,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,183,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,184,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,185,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,186,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,187,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,188,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,189,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,190,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,191,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,192,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,193,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,194,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,195,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,196,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,197,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,198,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,199,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,200,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,201,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,202,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,203,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,204,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,205,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,206,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,207,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,208,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,209,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,210,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,211,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,212,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,213,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,214,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,215,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,216,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,217,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,218,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,219,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,220,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,221,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,222,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,223,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,224,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,225,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,226,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,227,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,228,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,229,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,230,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,231,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,232,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,233,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,234,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,235,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,236,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,237,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,238,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,239,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,240,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,241,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,242,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,243,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,244,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,245,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,246,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,247,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,248,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,249,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,250,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,251,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,252,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,253,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,254,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,255,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,256,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,257,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,258,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,259,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,260,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,261,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,262,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,263,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,264,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,265,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,266,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,267,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,268,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,269,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,270,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,271,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,272,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,273,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,274,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,275,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,276,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,277,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,278,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,279,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,280,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,281,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,282,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,283,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,284,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,285,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,286,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,287,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,288,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,289,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,290,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,291,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,292,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,293,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,294,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,295,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,296,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,297,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,298,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,299,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,300,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,301,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,302,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,303,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,304,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,305,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,306,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,307,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,308,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,309,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,310,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,311,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,312,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,313,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,314,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,315,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,316,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,317,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,318,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,319,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,320,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,321,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,322,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,323,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,324,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,325,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,326,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,327,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,328,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,329,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,330,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,331,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,332,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,333,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,334,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,335,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,336,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,337,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,338,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,339,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,340,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,341,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,342,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,343,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,344,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,345,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,346,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,347,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,348,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,349,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,350,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,351,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,352,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,353,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,354,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,355,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,356,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,357,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,358,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,359,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,360,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,361,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,362,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,363,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,364,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,365,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,366,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,367,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,368,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,369,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,370,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,371,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,372,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,373,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,374,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,375,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,376,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,377,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,378,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,379,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,380,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,381,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,382,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,383,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,384,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,385,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,386,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,387,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,388,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,389,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,390,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,391,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,392,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,393,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,394,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,395,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,396,1:25.100,28.500,29.100,27.500
Monza,2023-10-01,Mario,397,1:25.100,28.500,29.100,27.500
